drug	0	1	2	3	4	5	6	7	8	9	brandred
cetirizine_hydrochloride	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	0.445578231293
ondansetron_hydrochloride	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	0.116504854369
clobetasol_propionate	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.283582089552
ethinyl_estradiol_levonorgestrel	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	0.618181818182
chlorpheniramine_polistirex_hydrocodone_poli	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	0.702702702703
peg_electrolyte_lavage_solution	Gastrointestinal Drug Misc	Cath&Lax, Laxatives/Enemas	Gastrointestinal Drug Misc	Pharmaceutical Aids/Adjuv	Gastrointestinal Drug Misc	Pharmaceutical Aids/Adjuv	Cath&Lax, Laxatives/Enemas	Gastrointestinal Drug Misc	Cath&Lax, Laxatives/Enemas	Cath&Lax, Laxatives/Enemas	0.769230769231
ondansetron	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	0.108108108108
ethinyl_estradiol_norethindrone_ace;ferrous_	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	0.735849056604
cefuroxime_axetil	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	0.440366972477
metoprolol_succinate	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	0.290076335878
fluticasone_propionate_salmeterol_xinafoate	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	1.0
clindamycin_phosphate	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.308695652174
acyclovir	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	0.171474358974
pantoprazole_sodium	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	0.313953488372
nitrofurantoin__macrocrystals	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	0.116847826087
drospirenone_ethinyl_estradiol	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	0.291666666667
prenatal_vitamins	Multivit Prep, Multivit Plain	Multivit Prep, Multivit Plain	Multivit Prep, Multivit Plain	Multivit Prep, Multivit Plain	Multivit Prep, Multivit Plain	Multivit Prep, Multivit Plain	Multivit Prep, Multivit Plain	Multivit Prep, Multivit Plain	Multivit Prep, Multivit Plain	Multivit Prep, Multivit Plain	0.318359375
nystatin	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	0.0425196850394
diclofenac_sodium	Adrenals & Comb	Misc Therapeutic Agents	Misc Therapeutic Agents	Analg/Antipyr,Nonstr/Antiinflm	Misc Therapeutic Agents	Analg/Antipyr,Nonstr/Antiinflm	Misc Therapeutic Agents	Analg/Antipyr,Nonstr/Antiinflm	Adrenals & Comb	Analg/Antipyr,Nonstr/Antiinflm	0.178168130489
ergocalciferol	Vitamin D	Vitamin D	Vitamin D	Vitamin D	Vitamin D	Vitamin D	Vitamin D	Vitamin D	Vitamin D	Vitamin D	0.0761904761905
mupirocin	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.44
furosemide	Diuretics, Loop Diuretics	Diuretics, Loop Diuretics	Diuretics, Loop Diuretics	Diuretics, Loop Diuretics	Diuretics, Loop Diuretics	Diuretics, Loop Diuretics	Diuretics, Loop Diuretics	Diuretics, Loop Diuretics	Diuretics, Loop Diuretics	Diuretics, Loop Diuretics	0.0325396825397
conjugated_estrogens	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	0.349726775956
esomeprazole_magnesium	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	0.990990990991
gabapentin	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	0.162654521796
codeine_phosphate_promethazine_hydrochloride	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	0.0611111111111
amlodipine_besylate	Cardiac, Calcium Channel	Cardiac, Calcium Channel	Cardiac, Calcium Channel	Cardiac, Calcium Channel	Cardiac, Calcium Channel	Cardiac, Calcium Channel	Cardiac, Calcium Channel	Cardiac, Calcium Channel	Cardiac, Calcium Channel	Cardiac, Calcium Channel	0.195227765727
potassium_chloride	Misc Therapeutic Agents	Misc Therapeutic Agents	Repl Preps, Potassium Supp	Repl Preps, Potassium Supp	Misc Therapeutic Agents	Repl Preps, Potassium Supp	Misc Therapeutic Agents	Repl Preps, Potassium Supp	Repl Preps, Potassium Supp	Repl Preps, Potassium Supp	0.100366300366
oseltamivir_phosphate	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	1.0
fluoxetine_hydrochloride	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	0.147540983607
albuterol	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	0.3
citalopram_hydrobromide	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	0.109259259259
diazepam	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	0.0564242012237
fexofenadine_hydrochloride	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	0.486928104575
phenazopyridine_hydrochloride	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	0.0782472613459
valacyclovir_hydrochloride	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	Antivirals	0.405263157895
bupropion_hydrochloride	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	0.197268588771
metformin_hydrochloride	Antidiabetic Agents, Misc	Antidiabetic Agents, Misc	Antidiabetic Agents, Misc	Antidiabetic Agents, Misc	Antidiabetic Agents, Misc	Antidiabetic Agents, Misc	Antidiabetic Agents, Misc	Antidiabetic Agents, Misc	Antidiabetic Agents, Misc	Antidiabetic Agents, Misc	0.0824053452116
montelukast_sodium	Leukotriene Modifiers	Leukotriene Modifiers	Leukotriene Modifiers	Leukotriene Modifiers	Leukotriene Modifiers	Leukotriene Modifiers	Leukotriene Modifiers	Leukotriene Modifiers	Leukotriene Modifiers	Leukotriene Modifiers	0.380208333333
escitalopram_oxalate	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	0.512295081967
clarithromycin	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.456692913386
lorazepam	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	0.0566893424036
meloxicam	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	0.208413001912
nitrofurantoin_monohydrate_nitrofurantoin__m	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	Urinary Anti-Infectives	0.5625
atorvastatin_calcium	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	0.444055944056
estradiol	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Misc Therapeutic Agents	Misc Therapeutic Agents	Estrogens & Comb	Misc Therapeutic Agents	Estrogens & Comb	0.503957783641
codeine_phosphate_guaifenesin	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	0.104100946372
sertraline_hydrochloride	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	0.285953177258
moxifloxacin_hydrochloride	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.984375
hydrochlorothiazide	Diuretics, Thiazides & Related	Diuretics, Thiazides & Related	Diuretics, Thiazides & Related	Diuretics, Thiazides & Related	Diuretics, Thiazides & Related	Diuretics, Thiazides & Related	Diuretics, Thiazides & Related	Diuretics, Thiazides & Related	Diuretics, Thiazides & Related	Diuretics, Thiazides & Related	0.0250481695568
penicillin_v_potassium	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	0.0389863547758
simvastatin	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	0.164948453608
clindamycin_hydrochloride	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.0351648351648
lisinopril	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	0.169398907104
benzonatate	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	0.0967741935484
ethinyl_estradiol_norgestimate	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Estrogens & Comb	Contraceptive, Oral Comb	Estrogens & Comb	Estrogens & Comb	Contraceptive, Oral Comb	Estrogens & Comb	Contraceptive, Oral Comb	Estrogens & Comb	0.772727272727
mometasone_furoate	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.378787878788
zolpidem_tartrate	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	0.388252148997
omeprazole	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	0.154738878143
acetaminophen_propoxyphene_napsylate	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	0.0724094881398
tramadol_hydrochloride	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	0.232073011734
cefdinir	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	0.217391304348
naproxen	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	0.0994152046784
acetaminophen_codeine_phosphate	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	0.0480413895048
triamcinolone_acetonide	Dental Agents	Dental Agents	Dental Agents	Dental Agents	Adrenals & Comb	Adrenals & Comb	Dental Agents	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.12199807877
alprazolam	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	ASH, Benzodiazepines	0.0996932515337
promethazine_hydrochloride	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	0.117920148561
doxycycline_hyclate	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.0362595419847
levofloxacin	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.509433962264
cyclobenzaprine_hydrochloride	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	0.134120171674
metronidazole	Anti-Infectives, Misc	Antiinf S/MM, Antiinf Loc Misc	Anti-Infectives, Misc	Anti-Infectives, Misc	Antiinf S/MM, Antiinf Loc Misc	Antiinf S/MM, Antiinf Loc Misc	Anti-Infectives, Misc	Anti-Infectives, Misc	Antiinf S/MM, Antiinf Loc Misc	Antiinf S/MM, Antiinf Loc Misc	0.073482428115
levothyroxine_sodium	Thy/Antithy, Thyroid/Hormones	Thy/Antithy, Thyroid/Hormones	Thy/Antithy, Thyroid/Hormones	Thy/Antithy, Thyroid/Hormones	Thy/Antithy, Thyroid/Hormones	Thy/Antithy, Thyroid/Hormones	Thy/Antithy, Thyroid/Hormones	Thy/Antithy, Thyroid/Hormones	Thy/Antithy, Thyroid/Hormones	Thy/Antithy, Thyroid/Hormones	0.309360730594
acetaminophen_oxycodone_hydrochloride	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	0.13266583229
methylprednisolone	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.103305785124
fluconazole	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	0.124293785311
albuterol_sulfate	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	0.198804185351
fluticasone_propionate	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.540372670807
prednisone	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.0301886792453
sulfamethoxazole_trimethoprim	Sulfonamides & Comb	Sulfonamides & Comb	Sulfonamides & Comb	Sulfonamides & Comb	Sulfonamides & Comb	Sulfonamides & Comb	Sulfonamides & Comb	Sulfonamides & Comb	Sulfonamides & Comb	Sulfonamides & Comb	0.101113172542
ibuprofen	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	0.14201183432
cephalexin	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	0.0507649513213
ciprofloxacin_hydrochloride	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.287221570926
amoxicillin_clavulanate_potassium	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	0.480938416422
acetaminophen_hydrocodone_bitartrate	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	0.0988954533779
amoxicillin	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	Antibiot, Penicillins	0.0925039872408
azithromycin	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.371501272265
